Orthogroup	drosophila_melanogaster_filt	drosophila_persimilis_filt	drosophila_pseudoobscura_filt	drosophila_sechellia_filt	drosophila_simulans_filt	drosophila_subobscura_filt
OG0005542	lcl|NT_033778.4_cds_NP_610812.1_13470	lcl|NW_020825289.1_cds_XP_002018488.1_6735	lcl|NC_046680.1_cds_XP_002138644.2_9449	lcl|NC_045950.1_cds_XP_002033604.1_5948	lcl|NC_052521.2_cds_XP_002081238.1_6650	lcl|NC_048531.1_cds_XP_034651735.1_5884
OG0005552	lcl|NT_033778.4_cds_NP_476710.2_13491	lcl|NW_020825289.1_cds_XP_002017971.1_7413	lcl|NC_046680.1_cds_XP_001361633.3_10336	lcl|NC_045950.1_cds_XP_032571786.1_5964	lcl|NC_052521.2_cds_XP_016027266.1_6671	lcl|NC_048531.1_cds_XP_034652384.1_4436
OG0005583	lcl|NT_033778.4_cds_NP_523727.2_13589	lcl|NW_020825289.1_cds_XP_026840664.1_5123	lcl|NC_046680.1_cds_XP_033234677.1_7095	lcl|NC_045950.1_cds_XP_032571688.1_6023	lcl|NC_052521.2_cds_XP_016027314.1_6735	lcl|NC_048531.1_cds_XP_034652178.1_5548
OG0005642	lcl|NT_033778.4_cds_NP_610899.1_13776	lcl|NW_020825289.1_cds_XP_002017998.1_7383	lcl|NC_046680.1_cds_XP_033234116.1_10295	lcl|NC_045950.1_cds_XP_002033748.2_6159	lcl|NC_052521.2_cds_XP_039147558.1_6899	lcl|NC_048531.1_cds_XP_034654890.1_5419
OG0005643	lcl|NT_033778.4_cds_NP_610901.1_13779	lcl|NW_020825289.1_cds_XP_002018000.1_7382	lcl|NC_046680.1_cds_XP_033234484.1_10294	lcl|NC_045950.1_cds_XP_002033750.1_6161	lcl|NC_052521.2_cds_XP_016027432.1_6902	lcl|NC_048531.1_cds_XP_034651085.1_5421
OG0005644	lcl|NT_033778.4_cds_NP_001246303.1_13781	lcl|NW_020825289.1_cds_XP_026842130.1_7379	lcl|NC_046680.1_cds_XP_033233463.1_10293	lcl|NC_045950.1_cds_XP_032570641.1_6164	lcl|NC_052521.2_cds_XP_039148653.1_6903	lcl|NC_048531.1_cds_XP_034652864.1_5422
OG0005707	lcl|NT_033778.4_cds_NP_995832.1_13978	lcl|NW_020825289.1_cds_XP_002016077.1_5527	lcl|NC_046680.1_cds_XP_001360535.4_7589	lcl|NC_045950.1_cds_XP_032571392.1_6348	lcl|NC_052521.2_cds_XP_016027597.1_7084	lcl|NC_048531.1_cds_XP_034653012.1_6059
OG0005708	lcl|NT_033778.4_cds_NP_725386.1_13979	lcl|NW_020825289.1_cds_XP_026842209.1_5526	lcl|NC_046680.1_cds_XP_002138340.2_7587	lcl|NC_045950.1_cds_XP_002033835.1_6349	lcl|NC_052521.2_cds_XP_016027599.1_7085	lcl|NC_048531.1_cds_XP_034653008.1_6060
OG0005709	lcl|NT_033778.4_cds_NP_725387.3_13980	lcl|NW_020825289.1_cds_XP_026842893.1_5525	lcl|NC_046680.1_cds_XP_001360534.3_7586	lcl|NC_045950.1_cds_XP_002033836.1_6351	lcl|NC_052521.2_cds_XP_016027598.1_7086	lcl|NC_048531.1_cds_XP_034655043.1_6061
OG0005711	lcl|NT_033778.4_cds_NP_610959.2_13983	lcl|NW_020825289.1_cds_XP_002016073.2_5522	lcl|NC_046680.1_cds_XP_002138338.3_7583	lcl|NC_045950.1_cds_XP_002033839.1_6354	lcl|NC_052521.2_cds_XP_002081495.1_7088	lcl|NC_048531.1_cds_XP_034653025.1_6064
OG0005722	lcl|NT_033778.4_cds_NP_610968.1_14002	lcl|NW_020825289.1_cds_XP_002016161.1_5663	lcl|NC_046680.1_cds_XP_001360597.1_7794	lcl|NC_045950.1_cds_XP_002033857.1_6376	lcl|NC_052521.2_cds_XP_002081511.1_7110	lcl|NC_048531.1_cds_XP_034652116.1_4932
OG0005807	lcl|NT_033778.4_cds_NP_611047.2_14286	lcl|NW_020825289.1_cds_XP_026840624.1_6554	lcl|NC_046680.1_cds_XP_033233447.1_9681	lcl|NC_045950.1_cds_XP_032570448.1_6616	lcl|NC_052521.2_cds_XP_002081640.2_7369	lcl|NC_048531.1_cds_XP_034650429.1_4223
OG0005828	lcl|NT_033778.4_cds_NP_001261017.1_14381	lcl|NW_020825289.1_cds_XP_026842545.1_8292	lcl|NC_046680.1_cds_XP_004444546.2_11132	lcl|NC_045950.1_cds_XP_002034028.2_6699	lcl|NC_052521.2_cds_XP_016027857.1_7462	lcl|NC_048531.1_cds_XP_034651182.1_7172
OG0005847	lcl|NT_033778.4_cds_NP_001286472.1_14433	lcl|NW_020825289.1_cds_XP_026842827.1_7914	lcl|NC_046680.1_cds_XP_001361765.4_10690	lcl|NC_045950.1_cds_XP_032570551.1_6745	lcl|NC_052521.2_cds_XP_016027893.1_7504	lcl|NC_048531.1_cds_XP_034650590.1_6771
OG0005878	lcl|NT_033778.4_cds_NP_523759.1_14516	lcl|NW_020825289.1_cds_XP_002018367.1_6917	lcl|NC_046680.1_cds_XP_001361176.3_9246	lcl|NC_045950.1_cds_XP_002034088.1_6813	lcl|NC_052521.2_cds_XP_002081738.2_7569	lcl|NC_048531.1_cds_XP_034654339.1_8151
OG0005908	lcl|NT_033778.4_cds_NP_611126.1_14586	lcl|NW_020825289.1_cds_XP_002015970.1_5395	lcl|NC_046680.1_cds_XP_001360452.3_7430	lcl|NC_045950.1_cds_XP_002034131.1_6867	lcl|NC_052521.2_cds_XP_002081774.1_7624	lcl|NC_048531.1_cds_XP_034652056.1_7366
OG0005910	lcl|NT_033778.4_cds_NP_001097337.1_14588	lcl|NW_020825289.1_cds_XP_026842218.1_5392	lcl|NC_046680.1_cds_XP_002138311.1_7428	lcl|NC_045950.1_cds_XP_032571731.1_6869	lcl|NC_052521.2_cds_XP_016027978.1_7626	lcl|NC_048531.1_cds_XP_034652055.1_7368
OG0005911	lcl|NT_033778.4_cds_NP_611131.2_14592	lcl|NW_020825289.1_cds_XP_002015963.1_5388	lcl|NC_046680.1_cds_XP_001360450.3_7424	lcl|NC_045950.1_cds_XP_002034138.1_6874	lcl|NC_052521.2_cds_XP_002081782.1_7633	lcl|NC_048531.1_cds_XP_034650103.1_7370
OG0005942	lcl|NT_033778.4_cds_NP_611157.1_14688	lcl|NW_020825289.1_cds_XP_026842018.1_8463	lcl|NC_046680.1_cds_XP_002139009.3_11352	lcl|NC_045950.1_cds_XP_002034179.1_6951	lcl|NC_052521.2_cds_XP_016028048.1_7736	lcl|NC_048531.1_cds_XP_034654002.1_8251
OG0006020	lcl|NT_033778.4_cds_NP_001027435.2_14900	lcl|NW_020825289.1_cds_XP_002016133.2_5604	lcl|NC_046680.1_cds_XP_001360576.3_7695	lcl|NC_045950.1_cds_XP_002034287.2_7130	lcl|NC_052521.2_cds_XP_016028195.1_7946	lcl|NC_048531.1_cds_XP_034652370.1_4839
OG0006055	lcl|NT_033778.4_cds_NP_001163180.1_14988	lcl|NW_020825289.1_cds_XP_026840975.1_6880	lcl|NC_046680.1_cds_XP_002138611.1_9290	lcl|NC_045950.1_cds_XP_032573059.1_7218	lcl|NC_052521.2_cds_XP_016028267.1_8053	lcl|NC_048531.1_cds_XP_034651054.1_7136
OG0006067	lcl|NT_033778.4_cds_NP_611259.2_15014	lcl|NW_020825289.1_cds_XP_002017611.1_7936	lcl|NC_046680.1_cds_XP_001361776.2_10719	lcl|NC_045950.1_cds_XP_002034339.2_7236	lcl|NC_052521.2_cds_XP_002081975.2_8075	lcl|NC_048531.1_cds_XP_034655063.1_6249
OG0006088	lcl|NT_033778.4_cds_NP_611275.2_15063	lcl|NW_020825289.1_cds_XP_002016330.1_5876	lcl|NC_046680.1_cds_XP_033234656.1_8037	lcl|NC_045950.1_cds_XP_002034366.1_7280	lcl|NC_052521.2_cds_XP_002082005.2_8119	lcl|NC_048531.1_cds_XP_034654630.1_7563
OG0006089	lcl|NT_033778.4_cds_NP_611276.1_15064	lcl|NW_020825289.1_cds_XP_026842773.1_5877	lcl|NC_046680.1_cds_XP_001360718.4_8038	lcl|NC_045950.1_cds_XP_032571919.1_7281	lcl|NC_052521.2_cds_XP_002082006.2_8120	lcl|NC_048531.1_cds_XP_034654628.1_7562
OG0006103	lcl|NT_033778.4_cds_NP_611292.2_15096	lcl|NW_020825289.1_cds_XP_002016349.1_5897	lcl|NC_046680.1_cds_XP_002138424.2_8067	lcl|NC_045950.1_cds_XP_002034387.1_7305	lcl|NC_052521.2_cds_XP_016028332.1_8171	lcl|NC_048531.1_cds_XP_034653991.1_7535
OG0006130	lcl|NT_033778.4_cds_NP_611311.1_15157	lcl|NW_020825289.1_cds_XP_026842041.1_6672	lcl|NC_046680.1_cds_XP_001361299.3_9540	lcl|NC_045950.1_cds_XP_002034419.1_7348	lcl|NC_052521.2_cds_XP_039148041.1_8218	lcl|NC_048531.1_cds_XP_034653515.1_4085
OG0006131	lcl|NT_033778.4_cds_NP_611315.3_15164	lcl|NW_020825289.1_cds_XP_002018540.1_6669	lcl|NC_046680.1_cds_XP_001361301.4_9544	lcl|NC_045950.1_cds_XP_002034422.2_7353	lcl|NC_052521.2_cds_XP_016028362.1_8225	lcl|NC_048531.1_cds_XP_034653514.1_4087
OG0006132	lcl|NT_033778.4_cds_NP_611316.2_15166	lcl|NW_020825289.1_cds_XP_002018541.2_6668	lcl|NC_046680.1_cds_XP_001361298.2_9545	lcl|NC_045950.1_cds_XP_002034423.2_7354	lcl|NC_052521.2_cds_XP_016028363.1_8226	lcl|NC_048531.1_cds_XP_034653517.1_4088
OG0006253	lcl|NT_033778.4_cds_NP_611430.1_15543	lcl|NW_020825289.1_cds_XP_002028434.1_6395	lcl|NC_046680.1_cds_XP_001361423.3_9879	lcl|NC_045950.1_cds_XP_002034606.1_7672	lcl|NC_052521.2_cds_XP_016028622.1_8589	lcl|NC_048531.1_cds_XP_034651284.1_4638
OG0006254	lcl|NT_033778.4_cds_NP_611431.1_15544	lcl|NW_020825289.1_cds_XP_002028433.1_6394	lcl|NC_046680.1_cds_XP_001361424.3_9880	lcl|NC_045950.1_cds_XP_002034607.1_7673	lcl|NC_052521.2_cds_XP_002082245.1_8590	lcl|NC_048531.1_cds_XP_034654828.1_4637
OG0006255	lcl|NT_033778.4_cds_NP_611432.1_15545	lcl|NW_020825289.1_cds_XP_002028432.1_6393	lcl|NC_046680.1_cds_XP_001361425.3_9881	lcl|NC_045950.1_cds_XP_002034608.1_7674	lcl|NC_052521.2_cds_XP_002082246.2_8591	lcl|NC_048531.1_cds_XP_034652001.1_4636
OG0006268	lcl|NT_033778.4_cds_NP_611442.1_15590	lcl|NW_020825289.1_cds_XP_002016706.1_6372	lcl|NC_046680.1_cds_XP_001361436.2_9916	lcl|NC_045950.1_cds_XP_002034623.1_7711	lcl|NC_052521.2_cds_XP_002082261.1_8630	lcl|NC_048531.1_cds_XP_034651959.1_4584
OG0006269	lcl|NT_033778.4_cds_NP_611443.1_15591	lcl|NW_020825289.1_cds_XP_002016705.1_6371	lcl|NC_046680.1_cds_XP_001361437.2_9917	lcl|NC_045950.1_cds_XP_002034624.1_7712	lcl|NC_052521.2_cds_XP_002082262.1_8631	lcl|NC_048531.1_cds_XP_034651958.1_4583
OG0006270	lcl|NT_033778.4_cds_NP_995902.1_15593	lcl|NW_020825289.1_cds_XP_026840713.1_6370	lcl|NC_046680.1_cds_XP_002138712.2_9918	lcl|NC_045950.1_cds_XP_032571029.1_7713	lcl|NC_052521.2_cds_XP_016028653.1_8632	lcl|NC_048531.1_cds_XP_034654826.1_4582
OG0006271	lcl|NT_033778.4_cds_NP_611444.2_15594	lcl|NW_020825289.1_cds_XP_002016703.1_6369	lcl|NC_046680.1_cds_XP_001361438.4_9919	lcl|NC_045950.1_cds_XP_002045014.1_7714	lcl|NC_052521.2_cds_XP_002076375.1_8633	lcl|NC_048531.1_cds_XP_034651960.1_4581
OG0006272	lcl|NT_033778.4_cds_NP_611445.1_15596	lcl|NW_020825289.1_cds_XP_002016702.1_6368	lcl|NC_046680.1_cds_XP_001361439.2_9920	lcl|NC_045950.1_cds_XP_032571778.1_7715	lcl|NC_052521.2_cds_XP_002082264.1_8634	lcl|NC_048531.1_cds_XP_034650731.1_4580
OG0006273	lcl|NT_033778.4_cds_NP_611448.2_15603	lcl|NW_020825289.1_cds_XP_002016697.1_6364	lcl|NC_046680.1_cds_XP_001361442.1_9924	lcl|NC_045950.1_cds_XP_002034629.1_7722	lcl|NC_052521.2_cds_XP_002082269.1_8639	lcl|NC_048531.1_cds_XP_034650883.1_4574
OG0006293	lcl|NT_033778.4_cds_NP_611469.1_15661	lcl|NW_020825289.1_cds_XP_026842070.1_7007	lcl|NC_046680.1_cds_XP_001361129.2_9103	lcl|NC_045950.1_cds_XP_032570876.1_7764	lcl|NC_052521.2_cds_XP_016028693.1_8696	lcl|NC_048531.1_cds_XP_034653742.1_8091
OG0006294	lcl|NT_033778.4_cds_NP_001097380.1_15662	lcl|NW_020825289.1_cds_XP_002018296.1_7003	lcl|NC_046680.1_cds_XP_033234239.1_9107	lcl|NC_045950.1_cds_XP_032572021.1_7765	lcl|NC_052521.2_cds_XP_016028694.1_8697	lcl|NC_048531.1_cds_XP_034650280.1_8092
OG0006295	lcl|NT_033778.4_cds_NP_611470.1_15663	lcl|NW_020825289.1_cds_XP_026841763.1_7001	lcl|NC_046680.1_cds_XP_001361132.5_9108	lcl|NC_045950.1_cds_XP_032572020.1_7766	lcl|NC_052521.2_cds_XP_002082312.1_8698	lcl|NC_048531.1_cds_XP_034653750.1_8094
OG0006305	lcl|NT_033778.4_cds_NP_611481.1_15689	lcl|NW_020825289.1_cds_XP_002018349.1_6937	lcl|NC_046680.1_cds_XP_001361164.3_9228	lcl|NC_045950.1_cds_XP_002034685.1_7791	lcl|NC_052521.2_cds_XP_002082329.1_8720	lcl|NC_048531.1_cds_XP_034650943.1_8126
OG0006306	lcl|NT_033778.4_cds_NP_611483.1_15694	lcl|NW_020825289.1_cds_XP_002018352.1_6934	lcl|NC_046680.1_cds_XP_001361165.3_9230	lcl|NC_045950.1_cds_XP_002034690.1_7795	lcl|NC_052521.2_cds_XP_002082333.1_8724	lcl|NC_048531.1_cds_XP_034650789.1_8129
OG0006312	lcl|NT_033778.4_cds_NP_665889.1_15703	lcl|NW_020825289.1_cds_XP_002018360.1_6926	lcl|NC_046680.1_cds_XP_033234779.1_9238	lcl|NC_045950.1_cds_XP_002034697.1_7803	lcl|NC_052521.2_cds_XP_016028714.1_8732	lcl|NC_048531.1_cds_XP_034654353.1_8142
OG0006313	lcl|NT_033778.4_cds_NP_611488.1_15705	lcl|NW_020825289.1_cds_XP_002018361.2_6925	lcl|NC_046680.1_cds_XP_001361172.2_9239	lcl|NC_045950.1_cds_XP_002034698.1_7804	lcl|NC_052521.2_cds_XP_002082340.1_8733	lcl|NC_048531.1_cds_XP_034650285.1_8144
OG0006314	lcl|NT_033778.4_cds_NP_001137721.1_15707	lcl|NW_020825289.1_cds_XP_002018362.1_6924	lcl|NC_046680.1_cds_XP_001361173.2_9240	lcl|NC_045950.1_cds_XP_002034700.1_7806	lcl|NC_052521.2_cds_XP_002082342.1_8735	lcl|NC_048531.1_cds_XP_034654344.1_8145
OG0006368	lcl|NT_033778.4_cds_NP_726013.2_15816	lcl|NW_020825289.1_cds_XP_002025927.1_8193	lcl|NC_046680.1_cds_XP_033233549.1_11020	lcl|NC_045950.1_cds_XP_002039683.1_7909	lcl|NC_052521.2_cds_XP_016028772.1_8831	lcl|NC_048531.1_cds_XP_034654604.1_6176
OG0006378	lcl|NT_033778.4_cds_NP_476722.1_15848	lcl|NW_020825289.1_cds_XP_026840792.1_8223	lcl|NC_046680.1_cds_XP_002138947.3_11051	lcl|NC_045950.1_cds_XP_002039693.1_7943	lcl|NC_052521.2_cds_XP_002082416.2_8866	lcl|NC_048531.1_cds_XP_034650481.1_6202
OG0006382	lcl|NT_033778.4_cds_NP_611542.2_15852	lcl|NW_020825289.1_cds_XP_002025910.1_8228	lcl|NC_046680.1_cds_XP_002138948.2_11055	lcl|NC_045950.1_cds_XP_032571732.1_7947	lcl|NC_052521.2_cds_XP_016028816.1_8870	lcl|NC_048531.1_cds_XP_034651437.1_6207
OG0006383	lcl|NT_033778.4_cds_NP_524962.2_15854	lcl|NW_020825289.1_cds_XP_026841757.1_8232	lcl|NC_046680.1_cds_XP_001361912.3_11060	lcl|NC_045950.1_cds_XP_032571736.1_7952	lcl|NC_052521.2_cds_XP_016028817.2_8872	lcl|NC_048531.1_cds_XP_034652817.1_6210
OG0006506	lcl|NT_033778.4_cds_NP_611641.6_16175	lcl|NW_020825289.1_cds_XP_026841465.1_8535	lcl|NC_046680.1_cds_XP_002139028.1_11439	lcl|NC_045950.1_cds_XP_002039861.2_8187	lcl|NC_052521.2_cds_XP_002082583.2_9151	lcl|NC_048531.1_cds_XP_034653758.1_8326
OG0006507	lcl|NT_033778.4_cds_NP_726164.1_16176	lcl|NW_020825289.1_cds_XP_002026650.2_8534	lcl|NC_046680.1_cds_XP_033234698.1_11432	lcl|NC_045950.1_cds_XP_002039862.2_8188	lcl|NC_052521.2_cds_XP_002082584.2_9152	lcl|NC_048531.1_cds_XP_034653760.1_8325
OG0006510	lcl|NT_033778.4_cds_NP_651958.2_16180	lcl|NW_020825289.1_cds_XP_002026646.1_8530	lcl|NC_046680.1_cds_XP_001362061.3_11429	lcl|NC_045950.1_cds_XP_002039865.1_8192	lcl|NC_052521.2_cds_XP_002082587.1_9158	lcl|NC_048531.1_cds_XP_034653756.1_8322
OG0006587	lcl|NT_033778.4_cds_NP_788429.1_16354	lcl|NW_020825289.1_cds_XP_002016024.1_5462	lcl|NC_046680.1_cds_XP_001360494.3_7507	lcl|NC_045950.1_cds_XP_002039956.1_8312	lcl|NC_052521.2_cds_XP_002082662.1_9293	lcl|NC_048531.1_cds_XP_034654649.1_8197
OG0006588	lcl|NT_033778.4_cds_NP_611709.1_16355	lcl|NW_020825289.1_cds_XP_002016025.1_5463	lcl|NC_046680.1_cds_XP_001360495.2_7508	lcl|NC_045950.1_cds_XP_002039957.2_8314	lcl|NC_052521.2_cds_XP_002082663.1_9294	lcl|NC_048531.1_cds_XP_034650297.1_8198
OG0006589	lcl|NT_033778.4_cds_NP_611710.1_16356	lcl|NW_020825289.1_cds_XP_002016026.1_5464	lcl|NC_046680.1_cds_XP_001360496.2_7509	lcl|NC_045950.1_cds_XP_002039958.1_8315	lcl|NC_052521.2_cds_XP_016029115.1_9295	lcl|NC_048531.1_cds_XP_034651535.1_8199
OG0006611	lcl|NT_033778.4_cds_NP_523815.2_16426	lcl|NW_020825289.1_cds_XP_026842814.1_7015	lcl|NC_046680.1_cds_XP_001361125.3_9091	lcl|NC_045950.1_cds_XP_032570819.1_8367	lcl|NC_052521.2_cds_XP_016029160.1_9354	lcl|NC_048531.1_cds_XP_034653301.1_5637
OG0006666	lcl|NT_033778.4_cds_NP_001097435.2_16570	lcl|NW_020825289.1_cds_XP_002018156.2_7193	lcl|NC_046680.1_cds_XP_004444214.3_8874	lcl|NC_045950.1_cds_XP_032571356.1_8484	lcl|NC_052521.2_cds_XP_016029240.1_9475	lcl|NC_048531.1_cds_XP_034652153.1_6098
OG0006670	lcl|NT_033778.4_cds_NP_611802.1_16577	lcl|NW_020825289.1_cds_XP_002018153.2_7200	lcl|NC_046680.1_cds_XP_001361029.2_8872	lcl|NC_045950.1_cds_XP_002040095.1_8495	lcl|NC_052521.2_cds_XP_002082797.1_9483	lcl|NC_048531.1_cds_XP_034652915.1_6104
OG0006708	lcl|NT_033778.4_cds_NP_611830.3_16682	lcl|NW_020825289.1_cds_XP_002015418.2_4672	lcl|NC_046680.1_cds_XP_001357533.3_6458	lcl|NC_045950.1_cds_XP_032570296.1_8575	lcl|NC_052521.2_cds_XP_016029293.1_9564	lcl|NC_048531.1_cds_XP_034651410.1_3991
OG0006768	lcl|NT_033778.4_cds_NP_524966.1_16809	lcl|NW_020825289.1_cds_XP_002016565.1_6202	lcl|NC_046680.1_cds_XP_001360880.1_8494	lcl|NC_045950.1_cds_XP_002037486.1_8680	lcl|NC_052521.2_cds_XP_016029366.1_9671	lcl|NC_048531.1_cds_XP_034650231.1_7065
OG0006771	lcl|NT_033778.4_cds_NP_726402.1_16815	lcl|NW_020825289.1_cds_XP_002016568.1_6205	lcl|NC_046680.1_cds_XP_001360883.4_8498	lcl|NC_045950.1_cds_XP_002037489.2_8683	lcl|NC_052521.2_cds_XP_002082903.3_9674	lcl|NC_048530.1_cds_XP_034650600.1_463
OG0006809	lcl|NT_033778.4_cds_NP_611901.1_16913	lcl|NW_020825289.1_cds_XP_002026376.1_8385	lcl|NC_046680.1_cds_XP_001361997.3_11251	lcl|NC_045950.1_cds_XP_002043034.2_8751	lcl|NC_052521.2_cds_XP_039148045.1_9747	lcl|NC_048531.1_cds_XP_034654627.1_7303
OG0006838	lcl|NT_033778.4_cds_NP_611927.3_16983	lcl|NW_020825289.1_cds_XP_026841454.1_8333	lcl|NC_046680.1_cds_XP_033233550.1_11182	lcl|NC_045950.1_cds_XP_002043076.2_8808	lcl|NC_052521.2_cds_XP_002082981.2_9816	lcl|NC_048531.1_cds_XP_034652150.1_7248
OG0006851	lcl|NT_033778.4_cds_NP_611939.1_17015	lcl|NW_020825289.1_cds_XP_002025993.1_8082	lcl|NC_046680.1_cds_XP_001361846.3_10905	lcl|NC_045950.1_cds_XP_002043091.1_8830	lcl|NC_052521.2_cds_XP_016029489.1_9840	lcl|NC_048531.1_cds_XP_034654204.1_7750
OG0006881	lcl|NT_033778.4_cds_NP_523854.1_17080	lcl|NW_020825289.1_cds_XP_002018421.1_6842	lcl|NC_046680.1_cds_XP_001361218.2_9334	lcl|NC_045950.1_cds_XP_002043126.1_8889	lcl|NC_052521.2_cds_XP_016029522.1_9898	lcl|NC_048531.1_cds_XP_034651112.1_5780
OG0006889	lcl|NT_033778.4_cds_NP_611969.2_17090	lcl|NW_020825289.1_cds_XP_002018412.1_6854	lcl|NC_046680.1_cds_XP_001361210.2_9318	lcl|NC_045950.1_cds_XP_002043134.2_8898	lcl|NC_052521.2_cds_XP_002083037.1_9908	lcl|NC_048531.1_cds_XP_034654298.1_5772
OG0006915	lcl|NT_033778.4_cds_NP_611990.1_17165	lcl|NW_020825289.1_cds_XP_002015686.1_5036	lcl|NC_046680.1_cds_XP_001360272.2_6996	lcl|NC_045950.1_cds_XP_002043164.1_8937	lcl|NC_052521.2_cds_XP_016029573.1_9962	lcl|NC_048531.1_cds_XP_034653085.1_5728
OG0006916	lcl|NT_033778.4_cds_NP_611991.1_17168	lcl|NW_020825289.1_cds_XP_026842836.1_5037	lcl|NC_046680.1_cds_XP_001360273.3_6997	lcl|NC_045950.1_cds_XP_002043165.1_8938	lcl|NC_052521.2_cds_XP_002083065.1_9963	lcl|NC_048531.1_cds_XP_034653080.1_5727
OG0006917	lcl|NT_033778.4_cds_NP_726504.2_17170	lcl|NW_020825289.1_cds_XP_026842176.1_5039	lcl|NC_046680.1_cds_XP_033234437.1_6999	lcl|NC_045950.1_cds_XP_032571589.1_8939	lcl|NC_052521.2_cds_XP_002083066.1_9965	lcl|NC_048531.1_cds_XP_034653077.1_5726
OG0006918	lcl|NT_033778.4_cds_NP_611992.3_17174	lcl|NW_020825289.1_cds_XP_026842175.1_5042	lcl|NC_046680.1_cds_XP_001360275.1_7002	lcl|NC_045950.1_cds_XP_032571588.1_8942	lcl|NC_052521.2_cds_XP_016029579.1_9968	lcl|NC_048531.1_cds_XP_034653106.1_5723
OG0006919	lcl|NT_033778.4_cds_NP_523861.1_17185	lcl|NW_020825289.1_cds_XP_026841599.1_6979	lcl|NC_046680.1_cds_XP_001361146.4_9174	lcl|NC_045950.1_cds_XP_002043170.1_8945	lcl|NC_052521.2_cds_XP_016029588.1_9975	lcl|NC_048531.1_cds_XP_034654894.1_8450
OG0006960	lcl|NT_037436.4_cds_NP_612022.1_17322	lcl|NW_020825332.1_cds_XP_002026075.2_15627	lcl|NC_046683.1_cds_XP_015043627.1_24560	lcl|NC_045951.1_cds_XP_002034769.1_9050	lcl|NC_052522.2_cds_XP_016029670.1_10079	lcl|NC_048532.1_cds_XP_034657795.1_12706
OG0006961	lcl|NT_037436.4_cds_NP_001261198.1_17326	lcl|NW_020825332.1_cds_XP_026847374.1_15626	lcl|NC_046683.1_cds_XP_001352491.3_24558	lcl|NC_045951.1_cds_XP_002034771.1_9052	lcl|NC_052522.2_cds_XP_016029672.1_10081	lcl|NC_048532.1_cds_XP_034657656.1_12708
OG0007006	lcl|NT_037436.4_cds_NP_612072.2_17476	lcl|NW_020825438.1_cds_XP_002028258.2_19532	lcl|NC_046683.1_cds_XP_001353675.2_22992	lcl|NC_045951.1_cds_XP_002034843.1_9169	lcl|NC_052522.2_cds_XP_002083158.1_10201	lcl|NC_048532.1_cds_XP_034657006.1_11040
OG0007025	lcl|NT_037436.4_cds_NP_612091.1_17544	lcl|NW_020825387.1_cds_XP_002026132.2_19316	lcl|NC_046683.1_cds_XP_001352460.4_24445	lcl|NC_045951.1_cds_XP_002034886.1_9216	lcl|NC_052522.2_cds_XP_002083191.1_10249	lcl|NC_048532.1_cds_XP_034659277.1_10848
OG0007056	lcl|NT_037436.4_cds_NP_001033986.1_17629	lcl|NW_020825367.1_cds_XP_026849546.1_19127	lcl|NC_046683.1_cds_XP_015042458.2_26232	lcl|NC_045951.1_cds_XP_032574231.1_9281	lcl|NC_052522.2_cds_XP_016029839.1_10313	lcl|NC_048532.1_cds_XP_034659435.1_10960
OG0007105	lcl|NT_037436.4_cds_NP_647666.2_17776	lcl|NW_020825312.1_cds_XP_002021402.2_12588	lcl|NC_046683.1_cds_XP_033239830.1_22710	lcl|NC_045951.1_cds_XP_032574547.1_9379	lcl|NC_052522.2_cds_XP_016029920.1_10420	lcl|NC_048532.1_cds_XP_034659044.1_11003
OG0007106	lcl|NT_037436.4_cds_NP_001137869.1_17778	lcl|NW_020825312.1_cds_XP_002021403.1_12587	lcl|NC_046683.1_cds_XP_001353558.1_22711	lcl|NC_045951.1_cds_XP_032574796.1_9381	lcl|NC_052522.2_cds_XP_016029921.1_10422	lcl|NC_048532.1_cds_XP_034657151.1_11002
OG0007107	lcl|NT_037436.4_cds_NP_647668.1_17781	lcl|NW_020825312.1_cds_XP_002021404.2_12586	lcl|NC_046683.1_cds_XP_001353559.1_22712	lcl|NC_045951.1_cds_XP_002034994.1_9382	lcl|NC_052522.2_cds_XP_002083290.2_10424	lcl|NC_048532.1_cds_XP_034657152.1_11001
OG0007118	lcl|NT_037436.4_cds_NP_001097477.1_17812	lcl|NW_020825312.1_cds_XP_026845685.1_12569	lcl|NC_046683.1_cds_XP_015042921.2_22730	lcl|NC_045951.1_cds_XP_002035005.1_9402	lcl|NC_052522.2_cds_XP_016029942.1_10446	lcl|NC_048532.1_cds_XP_034659390.1_10980
OG0007144	lcl|NT_037436.4_cds_NP_647708.1_17891	lcl|NW_020825460.1_cds_XP_002026219.1_19644	lcl|NC_046683.1_cds_XP_001354042.2_24008	lcl|NC_045951.1_cds_XP_002035048.1_9472	lcl|NC_052522.2_cds_XP_002083343.1_10517	lcl|NC_048532.1_cds_XP_034658818.1_11647
OG0007145	lcl|NT_037436.4_cds_NP_728732.1_17893	lcl|NW_020825460.1_cds_XP_002026220.1_19645	lcl|NC_046683.1_cds_XP_001354043.3_24009	lcl|NC_045951.1_cds_XP_002035050.1_9474	lcl|NC_052522.2_cds_XP_002083345.2_10519	lcl|NC_048532.1_cds_XP_034658817.1_11646
