	OG	Dmel_gene	dS	dN	Omega	FN	FP	Branches	drosophila_melanogaster_filt	drosophila_persimilis_filt	drosophila_pseudoobscura_filt	drosophila_sechellia_filt	drosophila_simulans_filt	drosophila_subobscura_filt	Dmel_feature_name	Dmel_locus_tag	Dmel_ref_flybase
259	OG0007393	CG4597 	3.8491759317335967	1.5907218485328158	0.5297378998706024	0.108433734939759	0.0	[]	lcl|NT_037436.4_cds_NP_647952.2_18645	lcl|NW_020825367.1_cds_XP_002024707.2_19100	lcl|NC_046683.1_cds_XP_033239895.1_26199	lcl|NC_045951.1_cds_XP_032574306.1_10067	lcl|NC_052522.2_cds_XP_039149635.1_11163	lcl|NC_048532.1_cds_XP_034658129.1_12428	lcl|NT_037436.4_cds_NP_647952.2_18645	locus_tag=Dmel_CG4597 	db_xref=FLYBASE:FBpp0428264,GeneID:38604 
260	OG0007414	Ir64a 	5.070821273504413	0.7404204108875122	0.206570829432755	0.4259459459459459	0.0	['Drosophila_pseudoobscura']	lcl|NT_037436.4_cds_NP_647962.1_18686	lcl|NW_020825358.1_cds_XP_026849044.1_18407	lcl|NC_046683.1_cds_XP_001353753.3_23105	lcl|NC_045951.1_cds_XP_002035438.1_10103	lcl|NC_052522.2_cds_XP_002083727.1_11207	lcl|NC_048532.1_cds_XP_034655864.1_9758	lcl|NT_037436.4_cds_NP_647962.1_18686	locus_tag=Dmel_CG10633 	db_xref=FLYBASE:FBpp0076857,GeneID:38616 
261	OG0007416	CG4835 	3.450024433984039	0.8100642727096672	0.3067813678094477	0.4184247538677918	0.00070323488045	['Node7']	lcl|NT_037436.4_cds_NP_647965.3_18690	lcl|NW_020825358.1_cds_XP_026849043.1_18404	lcl|NC_046683.1_cds_XP_033239997.1_23108	lcl|NC_045951.1_cds_XP_002035441.2_10105	lcl|NC_052522.2_cds_XP_039149531.1_11211	lcl|NC_048532.1_cds_XP_034655873.1_9763	lcl|NT_037436.4_cds_NP_647965.3_18690	locus_tag=Dmel_CG4835 	db_xref=FLYBASE:FBpp0305790,GeneID:38619 
262	OG0007419	frm 	3.420045495381236	0.987570333820451	0.3622553194086448	0.3482889733840304	0.0015209125475285	['Node6', 'Node7', 'Drosophila_melanogaster', 'Drosophila_persimilis']	lcl|NT_037436.4_cds_NP_001137887.1_18699	lcl|NW_020825358.1_cds_XP_026849083.1_18400	lcl|NC_046683.1_cds_XP_033238862.1_23118	lcl|NC_045951.1_cds_XP_002035446.2_10117	lcl|NC_052522.2_cds_XP_039150033.1_11226	lcl|NC_048532.1_cds_XP_034657078.1_9773	lcl|NT_037436.4_cds_NP_001137887.1_18699	locus_tag=Dmel_CG10625 	db_xref=FLYBASE:FBpp0271739,GeneID:38624 
263	OG0007478	l(3)mbn 	2.868741674463612	1.5393361771057756	0.6609223072591296	0.1165644171779141	0.003680981595092	['Node7']	lcl|NT_037436.4_cds_NP_729143.2_18863	lcl|NW_020825340.1_cds_XP_026847887.1_16436	lcl|NC_046683.1_cds_XP_033239019.1_23442	lcl|NC_045951.1_cds_XP_002035532.1_10241	lcl|NC_052522.2_cds_XP_039149122.1_11369	lcl|NC_048532.1_cds_XP_034658660.1_12132	lcl|NT_037436.4_cds_NP_729143.2_18863	locus_tag=Dmel_CG12755 	db_xref=FLYBASE:FBpp0076770,GeneID:38701 
264	OG0007479	Cpr65Au 	6.449491889929425	0.9761491176241812	0.3697915546546896	0.1944444444444444	0.0	[]	lcl|NT_037436.4_cds_NP_652661.1_18865	lcl|NW_020825340.1_cds_XP_002026447.1_16433	lcl|NC_046683.1_cds_XP_001353834.1_23439	lcl|NC_045951.1_cds_XP_002035534.1_10243	lcl|NC_052522.2_cds_XP_002083823.1_11371	lcl|NC_048532.1_cds_XP_034658681.1_12130	lcl|NT_037436.4_cds_NP_652661.1_18865	locus_tag=Dmel_CG18778 	db_xref=FLYBASE:FBpp0076768,GeneID:59158 
265	OG0007480	Cpr65Av 	6.158292220547325	0.7093673555577193	0.2960781696526861	0.1441441441441441	0.0	[]	lcl|NT_037436.4_cds_NP_729146.1_18871	lcl|NW_020825340.1_cds_XP_002026450.1_16430	lcl|NC_046683.1_cds_XP_001353833.1_23436	lcl|NC_045951.1_cds_XP_002035537.1_10246	lcl|NC_052522.2_cds_XP_002083827.1_11377	lcl|NC_048532.1_cds_XP_034658678.1_12127	lcl|NT_037436.4_cds_NP_729146.1_18871	locus_tag=Dmel_CG32405 	db_xref=FLYBASE:FBpp0076732,GeneID:318014 
266	OG0007481	Cpr65Aw 	5.188307740149941	1.4623057784481452	0.5119150958635583	0.099236641221374	0.0076335877862595	[]	lcl|NT_037436.4_cds_NP_729147.1_18872	lcl|NW_020825340.1_cds_XP_002026451.1_16429	lcl|NC_046683.1_cds_XP_001353832.3_23435	lcl|NC_045951.1_cds_XP_002035538.1_10247	lcl|NC_052522.2_cds_XP_002083828.1_11378	lcl|NC_048532.1_cds_XP_034658674.1_12125	lcl|NT_037436.4_cds_NP_729147.1_18872	locus_tag=Dmel_CG32404 	db_xref=FLYBASE:FBpp0076731,GeneID:38706 
267	OG0007482	Lcp65Ad 	7.49603759605029	0.934815614475996	0.3103515397542341	0.1981981981981982	0.0	[]	lcl|NT_037436.4_cds_NP_477278.1_18874	lcl|NW_020825340.1_cds_XP_002026452.1_16428	lcl|NC_046683.1_cds_XP_001353829.1_23433	lcl|NC_045951.1_cds_XP_002045742.2_10249	lcl|NC_052522.2_cds_XP_002083829.1_11380	lcl|NC_048532.1_cds_XP_034658670.1_12124	lcl|NT_037436.4_cds_NP_477278.1_18874	locus_tag=Dmel_CG6955 	db_xref=FLYBASE:FBpp0076699,GeneID:38707 
268	OG0007483	Lcp65Aa 	4.198710195200705	0.9869852736663683	0.4980699965696792	0.0980392156862745	0.0	[]	lcl|NT_037436.4_cds_NP_477280.1_18882	lcl|NW_020825340.1_cds_XP_002026457.1_16423	lcl|NC_046683.1_cds_XP_001353830.1_23429	lcl|NC_045951.1_cds_XP_002035545.1_10257	lcl|NC_052522.2_cds_XP_002083835.1_11386	lcl|NC_048532.1_cds_XP_034658687.1_12119	lcl|NT_037436.4_cds_NP_477280.1_18882	locus_tag=Dmel_CG7287 	db_xref=FLYBASE:FBpp0076703,GeneID:38709 
269	OG0007484	Acp65Aa 	7.231746849308484	0.7590451339190804	0.2120288660123175	0.2666666666666666	0.0	[]	lcl|NT_037436.4_cds_NP_477282.2_18883	lcl|NW_020825340.1_cds_XP_026847882.1_16422	lcl|NC_046683.1_cds_XP_001353831.3_23428	lcl|NC_045951.1_cds_XP_002035546.1_10258	lcl|NC_052522.2_cds_XP_002083836.1_11387	lcl|NC_048532.1_cds_XP_034658686.1_12118	lcl|NT_037436.4_cds_NP_477282.2_18883	locus_tag=Dmel_CG10297 	db_xref=FLYBASE:FBpp0076729,GeneID:38710 
270	OG0007485	CG13297 	4.973948270585535	1.831026693221723	0.5282153214750733	0.1189189189189189	0.0	[]	lcl|NT_037436.4_cds_NP_648030.2_18884	lcl|NW_020825340.1_cds_XP_002026458.2_16421	lcl|NC_046683.1_cds_XP_002135072.2_23427	lcl|NC_045951.1_cds_XP_002035547.1_10259	lcl|NC_052522.2_cds_XP_002083837.1_11388	lcl|NC_048532.1_cds_XP_034658671.1_12117	lcl|NT_037436.4_cds_NP_648030.2_18884	locus_tag=Dmel_CG13297 	db_xref=FLYBASE:FBpp0076728,GeneID:38711 
271	OG0007486	Cpr65Ay 	5.164177337290535	0.8063860412370301	0.347341082815498	0.1926605504587156	0.0	[]	lcl|NT_037436.4_cds_NP_001097524.1_18885	lcl|NW_020825340.1_cds_XP_002026459.1_16420	lcl|NC_046683.1_cds_XP_002135071.2_23426	lcl|NC_045951.1_cds_XP_002035548.1_10260	lcl|NC_052522.2_cds_XP_002083838.1_11389	lcl|NC_048532.1_cds_XP_034658680.1_12116	lcl|NT_037436.4_cds_NP_001097524.1_18885	locus_tag=Dmel_CG34271 	db_xref=FLYBASE:FBpp0111380,GeneID:5740348 
272	OG0007487	Cpr65Az 	5.702399912468988	1.0899576435994027	0.3488313035071324	0.2851711026615969	0.0	[]	lcl|NT_037436.4_cds_NP_648031.1_18886	lcl|NW_020825340.1_cds_XP_002026460.2_16419	lcl|NC_046683.1_cds_XP_001353826.3_23425	lcl|NC_045951.1_cds_XP_002035549.1_10261	lcl|NC_052522.2_cds_XP_016030616.1_11390	lcl|NC_048532.1_cds_XP_034658669.1_12115	lcl|NT_037436.4_cds_NP_648031.1_18886	locus_tag=Dmel_CG12330 	db_xref=FLYBASE:FBpp0076704,GeneID:38712 
273	OG0007493	LanA 	5.139922306996448	0.4693752796025736	0.0964614431636292	0.6783029001074113	0.0	['Node6']	lcl|NT_037436.4_cds_NP_476617.1_18906	lcl|NW_020825364.1_cds_XP_002024614.2_18859	lcl|NC_046683.1_cds_XP_001354219.3_26321	lcl|NC_045951.1_cds_XP_032574782.1_10275	lcl|NC_052522.2_cds_XP_016030628.1_11407	lcl|NC_048532.1_cds_XP_034658648.1_12102	lcl|NT_037436.4_cds_NP_476617.1_18906	locus_tag=Dmel_CG10236 	db_xref=FLYBASE:FBpp0076722,GeneID:38723 
274	OG0007535	Mp 	4.830070464523942	0.5560361488053133	0.1754564195297982	0.3752345215759849	0.0	[]	lcl|NT_037436.4_cds_NP_001246651.1_19021	lcl|NW_020825312.1_cds_XP_026845526.1_12956	lcl|NC_046683.1_cds_XP_015042755.2_22206	lcl|NC_045951.1_cds_XP_032573636.1_10352	lcl|NC_052522.2_cds_XP_039150258.1_11504	lcl|NC_048532.1_cds_XP_034658131.1_8901	lcl|NT_037436.4_cds_NP_001246651.1_19021	locus_tag=Dmel_CG42543 	db_xref=FLYBASE:FBpp0301686,GeneID:38769 
275	OG0007539	Cpr65Ea 	5.598508504205757	0.9077237975180744	0.2972901114831734	0.1259842519685039	0.0	[]	lcl|NT_037436.4_cds_NP_648075.1_19044	lcl|NW_020825312.1_cds_XP_002021078.1_12962	lcl|NC_046683.1_cds_XP_001353343.1_22188	lcl|NC_045951.1_cds_XP_002035650.1_10375	lcl|NC_052522.2_cds_XP_002076516.1_11531	lcl|NC_048532.1_cds_XP_034656551.1_8882	lcl|NT_037436.4_cds_NP_648075.1_19044	locus_tag=Dmel_CG8640 	db_xref=FLYBASE:FBpp0076638,GeneID:38773 
276	OG0007540	Cpr65Ec 	6.273886620528287	0.8879738187319223	0.2902330052337537	0.1627906976744186	0.0	[]	lcl|NT_037436.4_cds_NP_648077.1_19046	lcl|NW_020825312.1_cds_XP_002021076.1_12964	lcl|NC_046683.1_cds_XP_002134825.3_22186	lcl|NC_045951.1_cds_XP_002035652.1_10377	lcl|NC_052522.2_cds_XP_002083929.1_11533	lcl|NC_048532.1_cds_XP_034657700.1_8880	lcl|NT_037436.4_cds_NP_648077.1_19046	locus_tag=Dmel_CG8634 	db_xref=FLYBASE:FBpp0076618,GeneID:38775 
277	OG0007606	Snmp2 	6.45974908643275	0.4155796805684527	0.1178416824237574	0.5051724137931034	0.0	[]	lcl|NT_037436.4_cds_NP_001163372.1_19257	lcl|NW_020825332.1_cds_XP_026847413.1_15701	lcl|NC_046683.1_cds_XP_001352528.4_24655	lcl|NC_045951.1_cds_XP_032573425.1_10536	lcl|NC_052522.2_cds_XP_016030862.1_11694	lcl|NC_048532.1_cds_XP_034656911.1_12634	lcl|NT_037436.4_cds_NP_001163372.1_19257	locus_tag=Dmel_CG7422 	db_xref=FLYBASE:FBpp0290423,GeneID:38868 
278	OG0007638	CG13676 	4.693994082297321	0.6978167899080465	0.2307852563132972	0.4080578512396694	0.0	['Drosophila_subobscura']	lcl|NT_037436.4_cds_NP_648179.3_19362	lcl|NW_020825367.1_cds_XP_026849567.1_19103	lcl|NC_046683.1_cds_XP_033237853.1_26202	lcl|NC_045951.1_cds_XP_032574103.1_10621	lcl|NC_052522.2_cds_XP_039149818.1_11795	lcl|NC_048532.1_cds_XP_034658740.1_12424	lcl|NT_037436.4_cds_NP_648179.3_19362	locus_tag=Dmel_CG13676 	db_xref=FLYBASE:FBpp0076455,GeneID:38906 
279	OG0007640	CG13675 	5.939108225516256	1.6917502129321835	0.4350464472180141	0.1091954022988505	0.0	['Drosophila_subobscura']	lcl|NT_037436.4_cds_NP_001261563.1_19367	lcl|NW_020825367.1_cds_XP_026849525.1_19101	lcl|NC_046683.1_cds_XP_033239907.1_26200	lcl|NC_045951.1_cds_XP_032575244.1_10626	lcl|NC_052522.2_cds_XP_016030931.1_11800	lcl|NC_048532.1_cds_XP_034658751.1_12427	lcl|NT_037436.4_cds_NP_001261563.1_19367	locus_tag=Dmel_CG13675 	db_xref=FLYBASE:FBpp0303120,GeneID:38907 
280	OG0007662	CG13670 	4.249308284694176	1.6034200651393298	0.576687713305462	0.0724137931034482	0.0034482758620689	[]	lcl|NT_037436.4_cds_NP_648207.1_19423	lcl|NW_020825345.1_cds_XP_002026297.1_16991	lcl|NC_046683.1_cds_XP_001354092.2_24133	lcl|NC_045951.1_cds_XP_002029703.1_10677	lcl|NC_052522.2_cds_XP_002084098.1_11852	lcl|NC_048532.1_cds_XP_034659627.1_11892	lcl|NT_037436.4_cds_NP_648207.1_19423	locus_tag=Dmel_CG13670 	db_xref=FLYBASE:FBpp0076431,GeneID:38938 
281	OG0007663	CG34461 	5.826396004914432	0.982919711744793	0.3331799397445829	0.1376811594202898	0.0	[]	lcl|NT_037436.4_cds_NP_001097547.1_19424	lcl|NW_020825345.1_cds_XP_002026298.1_16990	lcl|NC_046683.1_cds_XP_002135240.1_24134	lcl|NC_045951.1_cds_XP_032574986.1_10678	lcl|NC_052522.2_cds_XP_016030970.1_11855	lcl|NC_048532.1_cds_XP_034659629.1_11893	lcl|NT_037436.4_cds_NP_001097547.1_19424	locus_tag=Dmel_CG34461 	db_xref=FLYBASE:FBpp0111679,GeneID:5740547 
282	OG0007664	CG34462 	3.893100587881656	1.039204777969159	0.4902658612515187	0.1627906976744186	0.002906976744186	[]	lcl|NT_037436.4_cds_NP_001097548.1_19426	lcl|NW_020825345.1_cds_XP_026848070.1_16989	lcl|NC_046683.1_cds_XP_002135241.3_24135	lcl|NC_045951.1_cds_XP_002029705.1_10679	lcl|NC_052522.2_cds_XP_002084100.1_11856	lcl|NC_048532.1_cds_XP_034659625.1_11894	lcl|NT_037436.4_cds_NP_001097548.1_19426	locus_tag=Dmel_CG34462 	db_xref=FLYBASE:FBpp0111680,GeneID:5740319 
283	OG0007665	Cpr66Cb 	7.244899353631657	0.8145650725010299	0.2355638569466297	0.216867469879518	0.0	[]	lcl|NT_037436.4_cds_NP_648209.1_19427	lcl|NW_020825345.1_cds_XP_002026300.1_16988	lcl|NC_046683.1_cds_XP_001354094.1_24136	lcl|NC_045951.1_cds_XP_002029706.1_10680	lcl|NC_052522.2_cds_XP_002084101.1_11857	lcl|NC_048532.1_cds_XP_034659628.1_11895	lcl|NT_037436.4_cds_NP_648209.1_19427	locus_tag=Dmel_CG7076 	db_xref=FLYBASE:FBpp0076328,GeneID:38940 
284	OG0007704	Cpr66D 	6.969996843887285	1.0488207402644467	0.2485585038960289	0.1915584415584415	0.0	[]	lcl|NT_037436.4_cds_NP_729400.1_19553	lcl|NW_020825355.1_cds_XP_026848800.1_17912	lcl|NC_046683.1_cds_XP_001353106.3_25114	lcl|NC_045951.1_cds_XP_002029759.2_10779	lcl|NC_052522.2_cds_XP_002084158.1_11969	lcl|NC_048532.1_cds_XP_034658506.1_10346	lcl|NT_037436.4_cds_NP_729400.1_19553	locus_tag=Dmel_CG32029 	db_xref=FLYBASE:FBpp0076294,GeneID:38990 
285	OG0007720	CG13312 	4.073490889136133	0.951911556402457	0.3978558874436297	0.1982507288629737	0.0	[]	lcl|NT_037436.4_cds_NP_648260.1_19594	lcl|NW_020825355.1_cds_XP_026848840.1_17883	lcl|NC_046683.1_cds_XP_001353086.3_25147	lcl|NC_045951.1_cds_XP_002029785.1_10808	lcl|NC_052522.2_cds_XP_002084181.1_12003	lcl|NC_048532.1_cds_XP_034656090.1_10318	lcl|NT_037436.4_cds_NP_648260.1_19594	locus_tag=Dmel_CG13312 	db_xref=FLYBASE:FBpp0076314,GeneID:39010 
286	OG0007721	CG13308 	3.431724252858686	0.9785327147735732	0.4775268827273792	0.1286307053941908	0.0	['Drosophila_sechellia']	lcl|NT_037436.4_cds_NP_648261.2_19596	lcl|NW_020825355.1_cds_XP_002027550.1_17881	lcl|NC_046683.1_cds_XP_001353084.4_25148	lcl|NC_045951.1_cds_XP_002029787.2_10810	lcl|NC_052522.2_cds_XP_016031072.1_12005	lcl|NC_048532.1_cds_XP_034657814.1_10316	lcl|NT_037436.4_cds_NP_648261.2_19596	locus_tag=Dmel_CG13308 	db_xref=FLYBASE:FBpp0292324,GeneID:39011 
287	OG0007727	GNBP3 	5.387000117950794	0.7826550227097241	0.2799651752756779	0.3817097415506958	0.0059642147117296	[]	lcl|NT_037436.4_cds_NP_523986.2_19630	lcl|NW_020825336.1_cds_XP_026847593.1_16088	lcl|NC_046683.1_cds_XP_001352771.2_25950	lcl|NC_045951.1_cds_XP_002029800.1_10830	lcl|NC_052522.2_cds_XP_002084196.1_12034	lcl|NC_048532.1_cds_XP_034658513.1_9523	lcl|NT_037436.4_cds_NP_523986.2_19630	locus_tag=Dmel_CG5008 	db_xref=FLYBASE:FBpp0076237,GeneID:39020 
288	OG0007746	teq 	2.9303836011872324	0.7503813612898174	0.2910351256543495	0.4239166946590527	0.0003359086328518	['Node7', 'Drosophila_sechellia']	lcl|NT_037436.4_cds_NP_648288.2_19681	lcl|NW_020825365.1_cds_XP_026849507.1_18970	lcl|NC_046683.1_cds_XP_015042526.2_26438	lcl|NC_045951.1_cds_XP_032573648.1_10862	lcl|NC_052522.2_cds_XP_016031126.1_12070	lcl|NC_048532.1_cds_XP_034659010.1_11798	lcl|NT_037436.4_cds_NP_648288.2_19681	locus_tag=Dmel_CG4821 	db_xref=FLYBASE:FBpp0311236,GeneID:39048 
289	OG0007753	Rdl 	4.5921877412702425	1.0141423724846463	0.3394611868640614	0.2146341463414634	0.0048780487804878	['Node3', 'Node6', 'Node7', 'Drosophila_pseudoobscura', 'Drosophila_subobscura']	lcl|NT_037436.4_cds_NP_001261617.1_19714	lcl|NW_020825365.1_cds_XP_026849499.1_18945	lcl|NC_046683.1_cds_XP_033241330.1_26468	lcl|NC_045951.1_cds_XP_032575761.1_10888	lcl|NC_052522.2_cds_XP_016031132.1_12101	lcl|NC_048532.1_cds_XP_034656316.1_11758	lcl|NT_037436.4_cds_NP_001261617.1_19714	locus_tag=Dmel_CG10537 	db_xref=FLYBASE:FBpp0305970,GeneID:39054 
290	OG0007775	Cpr67B 	7.929850765788786	0.682934535755209	0.1728085437718399	0.2461538461538461	0.0	[]	lcl|NT_037436.4_cds_NP_648306.1_19785	lcl|NW_020825367.1_cds_XP_002024739.1_19063	lcl|NC_046683.1_cds_XP_001354295.1_26147	lcl|NC_045951.1_cds_XP_032574275.1_10954	lcl|NC_052522.2_cds_XP_002084255.1_12172	lcl|NC_048532.1_cds_XP_034656189.1_10278	lcl|NT_037436.4_cds_NP_648306.1_19785	locus_tag=Dmel_CG3672 	db_xref=FLYBASE:FBpp0076183,GeneID:39081 
291	OG0007800	CG33703 	4.583997057485105	1.11591496904465	0.4724168575358521	0.1853658536585365	0.0048780487804878	[]	lcl|NT_037436.4_cds_NP_001027119.1_19846	lcl|NW_020825355.1_cds_XP_002027503.1_17948	lcl|NC_046683.1_cds_XP_033237415.1_25066	lcl|NC_045951.1_cds_XP_002029893.1_10990	lcl|NC_052522.2_cds_XP_002084281.1_12213	lcl|NC_048532.1_cds_XP_034658243.1_9393	lcl|NT_037436.4_cds_NP_001027119.1_19846	locus_tag=Dmel_CG33703 	db_xref=FLYBASE:FBpp0091014,GeneID:3771760 
292	OG0007801	CG33702 	4.433411320918709	0.880820920468337	0.3280238822127678	0.1630434782608695	0.0	[]	lcl|NT_037436.4_cds_NP_001027120.1_19847	lcl|NW_020825355.1_cds_XP_002027502.1_17949	lcl|NC_046683.1_cds_XP_033239304.1_25065	lcl|NC_045951.1_cds_XP_002029894.1_10991	lcl|NC_052522.2_cds_XP_002084282.1_12214	lcl|NC_048532.1_cds_XP_034655819.1_9394	lcl|NT_037436.4_cds_NP_001027120.1_19847	locus_tag=Dmel_CG33702 	db_xref=FLYBASE:FBpp0091013,GeneID:3771932 
293	OG0007802	Ir67a 	4.232568635013417	0.8962738203718007	0.3263489260295054	0.3278418451400329	0.0	[]	lcl|NT_037436.4_cds_NP_648329.3_19850	lcl|NW_020825355.1_cds_XP_026848845.1_17950	lcl|NC_046683.1_cds_XP_033237414.1_25064	lcl|NC_045951.1_cds_XP_032573858.1_10995	lcl|NC_052522.2_cds_XP_016031218.1_12222	lcl|NC_048532.1_cds_XP_034655821.1_9395	lcl|NT_037436.4_cds_NP_648329.3_19850	locus_tag=Dmel_CG12525 	db_xref=FLYBASE:FBpp0307896,GeneID:39110 
294	OG0007859	ect 	4.870983440426037	0.9632920707322224	0.3411725979138911	0.3232484076433121	0.0063694267515923	['Node6']	lcl|NT_037436.4_cds_NP_001287019.1_20037	lcl|NW_020825358.1_cds_XP_026849089.1_18311	lcl|NC_046683.1_cds_XP_001353766.4_23245	lcl|NC_045951.1_cds_XP_032574682.1_11142	lcl|NC_052522.2_cds_XP_039149918.1_12404	lcl|NC_048532.1_cds_XP_034656502.1_9420	lcl|NT_037436.4_cds_NP_001287019.1_20037	locus_tag=Dmel_CG6611 	db_xref=FLYBASE:FBpp0308931,GeneID:44135 
295	OG0007864	Ir67c 	3.789605194034273	0.9020948630063784	0.3369109043765723	0.311216429699842	0.0	[]	lcl|NT_037436.4_cds_NP_729609.1_20051	lcl|NW_020825686.1_cds_XP_026850196.1_19877	lcl|NC_046683.1_cds_XP_001353773.3_23262	lcl|NC_045951.1_cds_XP_002029994.2_11154	lcl|NC_052522.2_cds_XP_002084379.2_12419	lcl|NC_048532.1_cds_XP_034655832.1_9431	lcl|NT_037436.4_cds_NP_729609.1_20051	locus_tag=Dmel_CG32058 	db_xref=FLYBASE:FBpp0076022,GeneID:317838 
296	OG0007881	CG33493 	4.584417868307245	2.3506309972205006	0.6248380992510739	0.1214953271028037	0.0	['Drosophila_melanogaster', 'Drosophila_sechellia']	lcl|NT_037436.4_cds_NP_996038.1_20103	lcl|NW_020825336.1_cds_XP_002025617.2_16059	lcl|NC_046683.1_cds_XP_002135466.3_25986	lcl|NC_045951.1_cds_XP_032576071.1_11206	lcl|NC_052522.2_cds_XP_016031359.1_12474	lcl|NC_048532.1_cds_XP_034656448.1_9494	lcl|NT_037436.4_cds_NP_996038.1_20103	locus_tag=Dmel_CG33493 	db_xref=FLYBASE:FBpp0089000,GeneID:2768994 
297	OG0007890	Cpr67Fb 	6.104381901561081	1.238986807760114	0.3635774579683754	0.150375939849624	0.0	[]	lcl|NT_037436.4_cds_NP_648420.1_20128	lcl|NW_020825353.1_cds_XP_002028666.1_17492	lcl|NC_046683.1_cds_XP_033238456.1_22915	lcl|NC_045951.1_cds_XP_002030030.1_11225	lcl|NC_052522.2_cds_XP_016031376.1_12498	lcl|NC_048532.1_cds_XP_034658016.1_11714	lcl|NT_037436.4_cds_NP_648420.1_20128	locus_tag=Dmel_CG18348 	db_xref=FLYBASE:FBpp0075923,GeneID:39225 
298	OG0007930	Ir68a 	3.980229748897597	0.8158402825900423	0.2789667672180385	0.431578947368421	0.0013157894736842	[]	lcl|NT_037436.4_cds_NP_648455.2_20234	lcl|NW_020825340.1_cds_XP_002024049.1_16621	lcl|NC_046683.1_cds_XP_033239760.1_23712	lcl|NC_045951.1_cds_XP_032573401.1_11293	lcl|NC_052522.2_cds_XP_016031421.1_12574	lcl|NC_048532.1_cds_XP_034658940.1_9945	lcl|NT_037436.4_cds_NP_648455.2_20234	locus_tag=Dmel_CG6185 	db_xref=FLYBASE:FBpp0075915,GeneID:39269 
299	OG0007975	Muc68D 	2.946878530161269	0.9509714684137184	0.3770860505293195	0.283273381294964	0.0004496402877697	['Drosophila_pseudoobscura', 'Drosophila_simulans']	lcl|NT_037436.4_cds_NP_648504.2_20353	lcl|NW_020825336.1_cds_XP_026847671.1_16116	lcl|NC_046683.1_cds_XP_033241129.1_25912	lcl|NC_045951.1_cds_XP_002030168.2_11394	lcl|NC_052522.2_cds_XP_039150099.1_12694	lcl|NC_048532.1_cds_XP_034655476.1_9561	lcl|NT_037436.4_cds_NP_648504.2_20353	locus_tag=Dmel_CG6004 	db_xref=FLYBASE:FBpp0075850,GeneID:39326 
300	OG0007994	CG5883 	3.695382632895942	1.1979150362392967	0.6484177417268434	0.1725146198830409	0.0087719298245614	[]	lcl|NT_037436.4_cds_NP_648526.2_20406	lcl|NW_020825312.1_cds_XP_002020997.1_13056	lcl|NC_046683.1_cds_XP_001353281.3_22074	lcl|NC_045951.1_cds_XP_002030204.1_11441	lcl|NC_052522.2_cds_XP_002084571.1_12742	lcl|NC_048532.1_cds_XP_034658063.1_10743	lcl|NT_037436.4_cds_NP_648526.2_20406	locus_tag=Dmel_CG5883 	db_xref=FLYBASE:FBpp0075799,GeneID:39352 
301	OG0007995	CG7252 	4.392317163537462	1.6684322943072123	0.4349368595758942	0.1721649484536082	0.0010309278350515	[]	lcl|NT_037436.4_cds_NP_648527.1_20407	lcl|NW_020825312.1_cds_XP_026845418.1_13055	lcl|NC_046683.1_cds_XP_033238168.1_22075	lcl|NC_045951.1_cds_XP_002030205.1_11442	lcl|NC_052522.2_cds_XP_002084572.4_12743	lcl|NC_048532.1_cds_XP_034656049.1_10744	lcl|NT_037436.4_cds_NP_648527.1_20407	locus_tag=Dmel_CG7252 	db_xref=FLYBASE:FBpp0075773,GeneID:39353 
302	OG0007996	obst-G 	4.0127713257328255	0.9122232254339442	0.4020254344539589	0.1660899653979238	0.0	[]	lcl|NT_037436.4_cds_NP_648529.1_20409	lcl|NW_020825312.1_cds_XP_002020999.1_13053	lcl|NC_046683.1_cds_XP_001353284.3_22077	lcl|NC_045951.1_cds_XP_002030207.1_11444	lcl|NC_052522.2_cds_XP_002084574.3_12745	lcl|NC_048532.1_cds_XP_034657877.1_10745	lcl|NT_037436.4_cds_NP_648529.1_20409	locus_tag=Dmel_CG9781 	db_xref=FLYBASE:FBpp0075798,GeneID:39355 
303	OG0007997	CG7248 	3.107224279538393	0.8423689390499265	0.3720461775264271	0.3251231527093596	0.0	[]	lcl|NT_037436.4_cds_NP_648530.1_20410	lcl|NW_020825312.1_cds_XP_002021000.1_13052	lcl|NC_046683.1_cds_XP_001353283.3_22078	lcl|NC_045951.1_cds_XP_032576081.1_11445	lcl|NC_052522.2_cds_XP_016031521.1_12746	lcl|NC_048532.1_cds_XP_034656051.1_10746	lcl|NT_037436.4_cds_NP_648530.1_20410	locus_tag=Dmel_CG7248 	db_xref=FLYBASE:FBpp0075775,GeneID:39356 
304	OG0007998	CG11570 	3.094893343809611	1.2376908415102297	0.6466749655634899	0.0919117647058823	0.0036764705882352	[]	lcl|NT_037436.4_cds_NP_001356902.1_20411	lcl|NW_020825312.1_cds_XP_002021001.2_13051	lcl|NC_046683.1_cds_XP_033238177.1_22079	lcl|NC_045951.1_cds_XP_002030209.2_11446	lcl|NC_052522.2_cds_XP_016031522.1_12747	lcl|NC_048532.1_cds_XP_034656053.1_10747	lcl|NT_037436.4_cds_NP_001356902.1_20411	locus_tag=Dmel_CG11570 	db_xref=FLYBASE:FBpp0423041,GeneID:39357 
